utc,irradiance,qualityflags,irradiancetype
2021-05-09 05:52:09.430397,-0.017835459151811794,2416017424,2
2021-05-09 05:52:59.429514,-0.014336110579803421,2416017424,2
2021-05-09 05:53:49.428611,-0.009503790778965833,2416017424,2
2021-05-09 05:54:39.427724,-0.010106142048874861,2416017424,2
2021-05-09 05:55:29.426838,-0.01523215664286011,2416017424,2
2021-05-09 05:56:19.425951,-0.018787826519165236,2416017424,2
2021-05-09 05:57:09.425047,-0.01906933789384071,2416017424,2
2021-05-09 05:57:59.424158,-0.018845645790515512,2416017424,2
2021-05-09 05:58:49.423257,-0.018912234249062892,2416017424,2
2021-05-09 05:59:39.422375,-0.01769159546885851,2416017424,2
2021-05-09 06:00:29.421466,-0.015670487985964796,2416017424,2
2021-05-09 06:01:19.420578,-0.014691319624580399,2416017424,2
2021-05-09 06:02:09.419668,-0.014026959485799965,2416017424,2
2021-05-09 06:02:59.418780,-0.01220506245708036,2416017424,2
2021-05-09 06:03:49.417868,-0.010707879688254244,2416017424,2
2021-05-09 06:04:39.416968,-0.011433273575558824,2416017424,2
2021-05-09 06:05:29.416070,-0.012992560630917605,2416017424,2
2021-05-09 06:06:19.415172,-0.012963208761143215,2416017424,2
2021-05-09 06:07:09.414267,-0.010867015903448867,2416017424,2
2021-05-09 06:07:59.413363,-0.0073078038424493974,2416017424,2
2021-05-09 06:08:49.412451,-0.00417647613178631,268533776,2
2021-05-09 06:09:39.411543,-0.00423347619548133,268533840,3
2021-05-09 06:10:29.410633,-0.004204395363285131,268533840,3
2021-05-09 06:11:19.409721,0.03534056337811645,268533840,3
2021-05-09 06:18:49.401491,56.007806937219556,65618,0
2021-05-09 06:19:39.400579,64.5301275636231,65618,0
2021-05-09 06:20:29.399665,59.37520463773132,65618,0
2021-05-09 06:21:19.398743,45.24812688364044,65618,0
2021-05-09 06:22:09.397832,34.39277831252085,65618,0
2021-05-09 06:22:59.396901,30.46604149760399,65618,0
2021-05-09 06:23:49.412587,30.20675100086376,65618,0
2021-05-09 06:24:39.411662,31.558358812419588,65618,0
2021-05-09 06:25:29.410752,32.663027065178454,65618,0
2021-05-09 06:26:19.409837,32.26337254712584,65618,0
2021-05-09 06:27:09.408925,31.737074775439993,65618,0
